APHUS_MTRNT_PC_LGZ_DISTB_FCLTY_LCT_LKFM_NO|SIDO_NM|SIGNGU_NM|TNSHP_NM|EMD_NM|HONO_NM|HONO_LO|HONO_LA|MTRNT_CLSF|SMOEU|CNTRCT_DE|GTN|MNTH_RENTCG|FLR|BULD_YR|NGHB_LGZ_DISTB_FCLTY|NGHB_LGZ_DISTB_FCLTY_LO|NGHB_LGZ_DISTB_FCLTY_LA|NGHB_LGZ_DISTB_FCLTY_DSTNC|__source_file|LTNO_NM|LTNO_LO|LTNO_LA|BILDNG_YR|bonbun|bubun|bonbun4|bubun4|PNU
25445|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230203|50,000|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25446|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230203|43,000|0|9|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25447|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230204|45,000|0|10|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25448|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230204|40,000|0|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25449|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230204|40,000|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25450|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230205|45,000|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25451|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230206|10,000|150|6|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25452|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230206|30,000|120|9|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25453|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230206|52,000|0|11|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25454|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230207|40,000|0|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25455|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230208|10,000|200|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25456|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230208|41,500|0|7|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25457|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230208|41,000|0|1|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25458|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230209|43,000|0|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25459|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230209|48,000|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25460|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.99|20230210|56,000|0|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25461|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230211|41,000|0|6|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25462|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230211|10,000|170|6|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25463|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230213|49,000|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25464|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230213|10,000|170|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25465|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230213|50,000|0|9|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25466|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230214|40,000|40|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25467|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230215|45,000|0|11|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25468|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230215|30,000|0|7|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25469|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230216|45,000|0|9|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25470|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230216|45,000|10|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25471|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230217|41,000|0|7|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25472|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.99|20230218|55,000|0|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25473|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.99|20230218|60,000|0|10|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25474|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.98|20230218|57,000|0|10|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25475|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230218|49,000|0|1|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25476|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230218|30,000|50|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25477|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230220|10,000|100|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25478|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230220|43,000|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25479|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230221|44,000|0|10|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25480|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230221|41,000|0|13|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25481|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230222|30,000|95|13|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25482|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230222|50,000|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25483|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230223|49,000|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25484|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230224|45,000|0|15|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25485|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.98|20230225|60,000|0|15|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25486|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230225|45,000|50|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25487|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230225|50,000|0|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25488|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230225|45,000|0|9|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25489|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230226|30,000|40|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25490|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230228|41,400|0|2|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25491|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230228|10,000|210|7|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25492|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230302|45,000|0|1|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25493|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230303|10,000|200|11|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25494|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230304|50,000|0|8|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25495|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230305|27,000|70|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25496|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230307|52,000|0|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25497|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|60.0|20230309|24,000|100|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25498|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230309|30,000|100|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25499|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|84.98|20230309|56,000|0|6|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25500|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230310|54,500|0|12|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25501|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.98|20230310|8,000|220|10|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25502|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|59.99|20230311|48,000|0|9|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25503|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230312|50,000|0|5|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25504|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|75.0|20230313|30,000|100|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25505|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|월세|84.99|20230314|30,000|105|7|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25506|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230314|50,000|0|3|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25507|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|60.0|20230316|49,000|0|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
25508|서울특별시|강서구||화곡동|1027-50|126.83875|37.54529|전세|75.0|20230317|52,000|0|4|2022|홈플러스(주) 강서점|126.85492|37.55853|2.04982|유통시설2301_csv.csv|||||1027|50|1027|0050|1150010300110270050
